I Sr No,Cust Name,Cust ID,Product Name,Product ID,Product Price,Quantity,Transaction ID,Transaction Date
1326,Noah Lopez,CUST-0134,Hoodie,PROD-0013,50.64,1,TXN-001326,2025-01-22
1327,Priya Mehta,CUST-0712,Non-Stick Pan,PROD-0024,32.73,1,TXN-001327,2025-03-15
1328,Aadhya Sharma,CUST-0652,Winter Jacket,PROD-0016,125.83,4,TXN-001328,2025-09-22
1329,Mia Chopra,CUST-0602,Hoodie,PROD-0013,50.64,4,TXN-001329,2024-10-28
1330,Sunita Reddy,CUST-0153,Coffee Maker,PROD-0021,62.05,1,TXN-001330,2025-10-06
1331,Linda Chopra,CUST-0287,Laptop Stand,PROD-0009,59.55,4,TXN-001331,2025-08-21
1332,Arjun Shah,CUST-0501,Running Shoes,PROD-0014,41.04,3,TXN-001332,2025-04-26
1333,Mason Williams,CUST-0680,Travel Guide,PROD-0040,22.38,1,TXN-001333,2025-06-04
1334,Noah Malhotra,CUST-0398,Cycling Gloves,PROD-0049,31.15,4,TXN-001334,2025-06-05
1335,Aditya Patel,CUST-0384,Data Science Handbook,PROD-0032,42.44,2,TXN-001335,2024-07-02
1336,Aditya Williams,CUST-0330,Basketball,PROD-0046,39.63,1,TXN-001336,2025-12-12
1337,Noah Pillai,CUST-0495,Basketball,PROD-0046,39.63,5,TXN-001337,2025-04-30
1338,Amit Lopez,CUST-0275,History of AI,PROD-0038,15.71,2,TXN-001338,2025-08-20
1339,Divya Singh,CUST-0666,USB-C Hub,PROD-0003,61.28,1,TXN-001339,2024-07-26
1340,Suresh Miller,CUST-0463,Winter Jacket,PROD-0016,125.83,1,TXN-001340,2024-11-09
1341,Anjali Robinson,CUST-0436,Knife Set,PROD-0025,68.52,2,TXN-001341,2025-01-18
1342,Rahul Brown,CUST-0261,Self-Help Guide,PROD-0036,10.26,1,TXN-001342,2024-03-27
1343,Myra Thomas,CUST-0303,Dish Rack,PROD-0029,28.32,2,TXN-001343,2024-08-23
1344,Neha Miller,CUST-0598,USB-C Hub,PROD-0003,61.28,2,TXN-001344,2025-09-28
1345,Jennifer Lopez,CUST-0345,Cutting Board,PROD-0028,11.96,2,TXN-001345,2025-03-18
1346,John Walker,CUST-0419,Non-Stick Pan,PROD-0024,32.73,3,TXN-001346,2024-11-20
1347,Riya Pillai,CUST-0280,Knife Set,PROD-0025,68.52,1,TXN-001347,2025-03-28
1348,Susan Davis,CUST-0240,Casual Shorts,PROD-0017,29.07,2,TXN-001348,2025-01-02
1349,Sai Walker,CUST-0085,Cap,PROD-0019,12.46,3,TXN-001349,2025-06-09
1350,Matthew Chopra,CUST-0560,Dumbbells (Pair),PROD-0042,77.78,1,TXN-001350,2024-10-10
1351,Aanya Clark,CUST-0234,Keyboard Mechanical,PROD-0007,97.82,1,TXN-001351,2025-01-03
1352,Margaret Pillai,CUST-0040,Business Strategy,PROD-0035,33.11,1,TXN-001352,2024-07-20
1353,Swati Verma,CUST-0692,Blender,PROD-0022,46.5,1,TXN-001353,2025-11-30
1354,Betty Martinez,CUST-0282,Hoodie,PROD-0013,50.64,3,TXN-001354,2024-05-21
1355,Lucas Hernandez,CUST-0771,Basketball,PROD-0046,39.63,3,TXN-001355,2024-09-24
1356,Charles Moore,CUST-0009,Gym Bag,PROD-0050,52.65,1,TXN-001356,2024-12-20
1357,Swati Gupta,CUST-0414,Water Bottle,PROD-0026,17.56,3,TXN-001357,2025-11-02
1358,Rahul Brown,CUST-0013,Python Programming,PROD-0031,22.63,2,TXN-001358,2024-06-01
1359,Priya Martinez,CUST-0408,Formal Shirt,PROD-0015,57.36,1,TXN-001359,2024-08-02
1360,Reyansh King,CUST-0486,Formal Shirt,PROD-0015,57.36,2,TXN-001360,2025-07-19
1361,Lucas Singh,CUST-0776,Tea Kettle,PROD-0030,40.05,3,TXN-001361,2025-04-17
1362,Michael Brown,CUST-0349,Webcam HD,PROD-0006,72.22,1,TXN-001362,2024-07-11
1363,Sandra Rodriguez,CUST-0440,Gym Bag,PROD-0050,52.65,4,TXN-001363,2025-03-03
1364,Rajesh Anderson,CUST-0215,Dish Rack,PROD-0029,28.32,2,TXN-001364,2025-07-25
1365,Michael Malhotra,CUST-0031,Non-Stick Pan,PROD-0024,32.73,1,TXN-001365,2024-05-11
1366,Ananya King,CUST-0313,Swimming Goggles,PROD-0048,16.81,1,TXN-001366,2025-11-05
1367,Ishaan Rodriguez,CUST-0364,Blender,PROD-0022,46.5,1,TXN-001367,2025-03-11
1368,Daniel Taylor,CUST-0703,Cycling Gloves,PROD-0049,31.15,2,TXN-001368,2025-12-08
1369,Sneha Brown,CUST-0551,Scarf,PROD-0020,33.28,1,TXN-001369,2024-01-24
1370,Diya Young,CUST-0582,USB-C Hub,PROD-0003,61.28,4,TXN-001370,2024-06-06
1371,Thomas Jones,CUST-0339,Fiction Novel,PROD-0037,12.83,2,TXN-001371,2025-09-09
1372,Sara Jackson,CUST-0623,Fiction Novel,PROD-0037,12.83,4,TXN-001372,2025-01-25
1373,Mia Williams,CUST-0210,Water Bottle,PROD-0026,17.56,1,TXN-001373,2025-01-30
1374,Neha Kumar,CUST-0193,Python Programming,PROD-0031,22.63,1,TXN-001374,2025-08-06
1375,Suresh Miller,CUST-0463,Yoga Mat,PROD-0041,42.7,4,TXN-001375,2024-04-05
1376,Michael Lopez,CUST-0176,Keyboard Mechanical,PROD-0007,97.82,2,TXN-001376,2024-06-30
1377,Isha Nair,CUST-0033,Football,PROD-0045,29.05,2,TXN-001377,2024-01-28
1378,Sandra Martinez,CUST-0192,Hoodie,PROD-0013,50.64,1,TXN-001378,2025-01-30
1379,Patricia Walker,CUST-0291,Running Shoes,PROD-0014,41.04,1,TXN-001379,2025-11-06
1380,Myra Menon,CUST-0537,Smartwatch,PROD-0005,158.2,2,TXN-001380,2025-01-12
1381,Deepak Menon,CUST-0531,Wireless Mouse,PROD-0001,45.68,1,TXN-001381,2025-02-24
1382,Sophia Rao,CUST-0401,Cotton T-Shirt,PROD-0011,30.65,5,TXN-001382,2024-05-12
1383,Vikram Bhat,CUST-0550,Storage Containers,PROD-0027,35.05,2,TXN-001383,2024-03-11
1384,Aanya Miller,CUST-0399,Running Shoes,PROD-0014,41.04,1,TXN-001384,2024-07-29
1385,Pari Gupta,CUST-0318,Cutting Board,PROD-0028,11.96,3,TXN-001385,2025-11-11
1386,Meena Kumar,CUST-0487,Cotton T-Shirt,PROD-0011,30.65,2,TXN-001386,2024-11-13
1387,Mia Chopra,CUST-0602,Hoodie,PROD-0013,50.64,2,TXN-001387,2025-12-02
1388,Vikram Johnson,CUST-0470,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-001388,2024-05-26
1389,Deepak Kulkarni,CUST-0457,Smartwatch,PROD-0005,158.2,3,TXN-001389,2025-09-11
1390,Anthony Kulkarni,CUST-0253,Web Development,PROD-0034,44.41,1,TXN-001390,2025-08-05
1391,Noah Pillai,CUST-0503,Tea Kettle,PROD-0030,40.05,2,TXN-001391,2024-02-10
1392,Suresh Allen,CUST-0755,Webcam HD,PROD-0006,72.22,1,TXN-001392,2025-04-12
1393,Ishaan Rodriguez,CUST-0356,Football,PROD-0045,29.05,3,TXN-001393,2024-10-31
1394,Sophia Rao,CUST-0401,Travel Guide,PROD-0040,22.38,3,TXN-001394,2024-06-28
1395,Ashley Hernandez,CUST-0426,Winter Jacket,PROD-0016,125.83,1,TXN-001395,2025-09-24
1396,Suresh Lewis,CUST-0751,Cutting Board,PROD-0028,11.96,2,TXN-001396,2025-11-05
1397,Rohit Robinson,CUST-0188,Football,PROD-0045,29.05,2,TXN-001397,2025-02-06
1398,Divya Hernandez,CUST-0716,USB-C Hub,PROD-0003,61.28,1,TXN-001398,2024-06-10
1399,Priya White,CUST-0281,Yoga Mat,PROD-0041,42.7,2,TXN-001399,2025-11-13
1400,Joseph Bhat,CUST-0069,Football,PROD-0045,29.05,3,TXN-001400,2024-08-10
1401,Patricia White,CUST-0506,Storage Containers,PROD-0027,35.05,5,TXN-001401,2025-07-20
1402,Vihaan Malhotra,CUST-0125,Non-Stick Pan,PROD-0024,32.73,1,TXN-001402,2024-04-17
1403,Elizabeth Wright,CUST-0517,Gym Bag,PROD-0050,52.65,3,TXN-001403,2025-02-23
1404,Mary Pillai,CUST-0462,Cotton T-Shirt,PROD-0011,30.65,1,TXN-001404,2025-06-02
1405,Karen Nair,CUST-0046,Tea Kettle,PROD-0030,40.05,1,TXN-001405,2025-10-16
1406,Priya Mehta,CUST-0712,Jump Rope,PROD-0044,18.67,3,TXN-001406,2025-01-25
1407,James Harris,CUST-0352,Swimming Goggles,PROD-0048,16.81,1,TXN-001407,2024-07-18
1408,Mary Clark,CUST-0407,USB-C Hub,PROD-0003,61.28,1,TXN-001408,2024-04-27
1409,Rohit Rodriguez,CUST-0727,Laptop Stand,PROD-0009,59.55,1,TXN-001409,2025-04-20
1410,Daniel Singh,CUST-0497,Tea Kettle,PROD-0030,40.05,1,TXN-001410,2025-07-15
1411,Mia Rao,CUST-0673,Winter Jacket,PROD-0016,125.83,3,TXN-001411,2025-03-24
1412,Donald King,CUST-0144,Python Programming,PROD-0031,22.63,3,TXN-001412,2024-06-14
1413,Ashley Martinez,CUST-0175,Bluetooth Headphones,PROD-0002,92.28,2,TXN-001413,2024-06-30
1414,Rohit Rao,CUST-0302,Monitor Stand,PROD-0008,53.18,2,TXN-001414,2025-02-04
1415,Oliver Gupta,CUST-0173,Smartwatch,PROD-0005,158.2,2,TXN-001415,2024-01-12
1416,Oliver Patel,CUST-0694,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-001416,2025-01-01
1417,Riya Jones,CUST-0183,Running Shoes,PROD-0014,41.04,3,TXN-001417,2025-11-22
1418,Oliver Mehta,CUST-0546,Running Shoes,PROD-0014,41.04,2,TXN-001418,2024-02-18
1419,Sunita Joshi,CUST-0651,Web Development,PROD-0034,44.41,2,TXN-001419,2025-11-06
1420,John Smith,CUST-0106,Knife Set,PROD-0025,68.52,2,TXN-001420,2025-03-30
1421,Nancy Thomas,CUST-0054,Cookbook,PROD-0039,22.32,1,TXN-001421,2025-01-21
1422,Aanya Jackson,CUST-0786,Hoodie,PROD-0013,50.64,4,TXN-001422,2025-01-18
1423,Aanya Harris,CUST-0245,Hoodie,PROD-0013,50.64,1,TXN-001423,2025-03-07
1424,Neha Brown,CUST-0029,Wireless Mouse,PROD-0001,45.68,1,TXN-001424,2024-07-15
1425,Oliver Young,CUST-0697,Resistance Bands,PROD-0043,22.74,1,TXN-001425,2024-04-08
1426,David Malhotra,CUST-0681,Cotton T-Shirt,PROD-0011,30.65,3,TXN-001426,2024-02-15
1427,Ashley Hernandez,CUST-0426,Machine Learning Guide,PROD-0033,42.63,1,TXN-001427,2024-11-30
1428,Sara Wright,CUST-0331,Self-Help Guide,PROD-0036,10.26,2,TXN-001428,2025-10-01
1429,Mary Allen,CUST-0213,Business Strategy,PROD-0035,33.11,1,TXN-001429,2025-03-14
1430,Aanya Wright,CUST-0124,Formal Shirt,PROD-0015,57.36,1,TXN-001430,2024-12-31
1431,Jennifer Moore,CUST-0332,Denim Jeans,PROD-0012,82.97,1,TXN-001431,2025-10-31
1432,Aditya Lee,CUST-0324,Wireless Mouse,PROD-0001,45.68,1,TXN-001432,2025-04-14
1433,Divya Gupta,CUST-0226,Smartwatch,PROD-0005,158.2,2,TXN-001433,2024-10-12
1434,Divya Singh,CUST-0666,Travel Guide,PROD-0040,22.38,1,TXN-001434,2024-03-09
1435,Elizabeth Martinez,CUST-0224,Storage Containers,PROD-0027,35.05,1,TXN-001435,2025-09-05
1436,Sara Patel,CUST-0512,Keyboard Mechanical,PROD-0007,97.82,3,TXN-001436,2025-08-05
1437,Michael Lopez,CUST-0176,Casual Shorts,PROD-0017,29.07,5,TXN-001437,2025-09-06
1438,Lisa Robinson,CUST-0333,Yoga Mat,PROD-0041,42.7,2,TXN-001438,2025-11-25
1439,James Davis,CUST-0790,Football,PROD-0045,29.05,1,TXN-001439,2024-06-28
1440,Sunita Joshi,CUST-0651,Cycling Gloves,PROD-0049,31.15,4,TXN-001440,2024-11-21
1441,Arjun Shah,CUST-0683,Python Programming,PROD-0031,22.63,1,TXN-001441,2024-01-19
1442,Aarav Gupta,CUST-0624,History of AI,PROD-0038,15.71,2,TXN-001442,2025-06-07
1443,Reyansh Mehta,CUST-0656,Swimming Goggles,PROD-0048,16.81,1,TXN-001443,2025-08-24
1444,Charlotte White,CUST-0722,Wireless Mouse,PROD-0001,45.68,1,TXN-001444,2025-09-23
1445,Rajesh Anderson,CUST-0778,Monitor Stand,PROD-0008,53.18,1,TXN-001445,2025-03-14
1446,Lucas Singh,CUST-0776,Winter Jacket,PROD-0016,125.83,2,TXN-001446,2024-03-02
1447,Linda Anderson,CUST-0141,Non-Stick Pan,PROD-0024,32.73,2,TXN-001447,2024-07-25
1448,Ayaan Lopez,CUST-0156,Knife Set,PROD-0025,68.52,1,TXN-001448,2024-02-08
1449,Anthony White,CUST-0244,Tennis Racket,PROD-0047,61.92,2,TXN-001449,2025-03-30
1450,Daniel Singh,CUST-0757,Blender,PROD-0022,46.5,1,TXN-001450,2024-11-21
1451,Sunita Harris,CUST-0660,Cycling Gloves,PROD-0049,31.15,1,TXN-001451,2025-02-28
1452,Robert Jackson,CUST-0664,Cap,PROD-0019,12.46,3,TXN-001452,2024-08-22
1453,Suresh Lewis,CUST-0751,Blender,PROD-0022,46.5,1,TXN-001453,2024-07-29
1454,Lucas Jones,CUST-0553,Portable Charger,PROD-0004,42.05,4,TXN-001454,2025-11-11
1455,Sophia Rao,CUST-0255,Jump Rope,PROD-0044,18.67,2,TXN-001455,2024-08-15
1456,Sara Jackson,CUST-0623,Knife Set,PROD-0025,68.52,2,TXN-001456,2024-07-06
1457,Suresh Sharma,CUST-0453,Yoga Mat,PROD-0041,42.7,1,TXN-001457,2025-05-18
1458,Ashley Gupta,CUST-0072,Hoodie,PROD-0013,50.64,1,TXN-001458,2024-05-24
1459,Mia Williams,CUST-0210,Laptop Stand,PROD-0009,59.55,1,TXN-001459,2025-08-29
1460,Richard Lewis,CUST-0563,Running Shoes,PROD-0014,41.04,1,TXN-001460,2024-03-21
1461,Suresh Rao,CUST-0437,Tennis Racket,PROD-0047,61.92,2,TXN-001461,2024-06-17
1462,Vivaan Anderson,CUST-0739,Hoodie,PROD-0013,50.64,1,TXN-001462,2024-06-29
1463,Ishaan Taylor,CUST-0621,Winter Jacket,PROD-0016,125.83,1,TXN-001463,2025-08-13
1464,Pari Thomas,CUST-0460,Yoga Mat,PROD-0041,42.7,1,TXN-001464,2025-05-07
1465,Nisha Shah,CUST-0082,Non-Stick Pan,PROD-0024,32.73,1,TXN-001465,2024-06-20
1466,Patricia Menon,CUST-0483,Dish Rack,PROD-0029,28.32,2,TXN-001466,2025-09-16
1467,Myra Anderson,CUST-0753,Cutting Board,PROD-0028,11.96,3,TXN-001467,2025-05-08
1468,Michael Rao,CUST-0021,Cycling Gloves,PROD-0049,31.15,1,TXN-001468,2024-03-26
1469,Rajesh Anderson,CUST-0778,Scarf,PROD-0020,33.28,2,TXN-001469,2024-06-05
1470,Oliver Thomas,CUST-0567,Tennis Racket,PROD-0047,61.92,1,TXN-001470,2025-01-24
1471,Sunita Robinson,CUST-0475,Scarf,PROD-0020,33.28,2,TXN-001471,2025-01-19
1472,Manoj Thomas,CUST-0576,Cookbook,PROD-0039,22.32,2,TXN-001472,2024-12-07
1473,Susan Robinson,CUST-0140,Basketball,PROD-0046,39.63,2,TXN-001473,2024-06-07
1474,David Smith,CUST-0195,Wireless Mouse,PROD-0001,45.68,1,TXN-001474,2025-05-27
1475,Susan Clark,CUST-0748,Tennis Racket,PROD-0047,61.92,1,TXN-001475,2025-02-18
1476,Ashley Hernandez,CUST-0426,Water Bottle,PROD-0026,17.56,5,TXN-001476,2025-01-17
1477,Pari Walker,CUST-0394,Data Science Handbook,PROD-0032,42.44,1,TXN-001477,2025-08-25
1478,Sarah Nair,CUST-0073,Storage Containers,PROD-0027,35.05,4,TXN-001478,2024-05-07
1479,Neha White,CUST-0395,Fiction Novel,PROD-0037,12.83,1,TXN-001479,2025-03-22
1480,Lucas Patel,CUST-0262,Gym Bag,PROD-0050,52.65,4,TXN-001480,2024-12-22
1481,Pooja Martinez,CUST-0522,Basketball,PROD-0046,39.63,2,TXN-001481,2025-12-06
1482,James Young,CUST-0378,Football,PROD-0045,29.05,1,TXN-001482,2025-01-29
1483,Lisa Malhotra,CUST-0435,Swimming Goggles,PROD-0048,16.81,1,TXN-001483,2025-05-04
1484,Linda Rodriguez,CUST-0036,Non-Stick Pan,PROD-0024,32.73,2,TXN-001484,2025-11-23
1485,Neha Brown,CUST-0029,Football,PROD-0045,29.05,2,TXN-001485,2024-05-31
1486,Aarav Kulkarni,CUST-0268,Cookbook,PROD-0039,22.32,2,TXN-001486,2025-11-28
1487,Aanya Kumar,CUST-0151,Casual Shorts,PROD-0017,29.07,1,TXN-001487,2025-08-15
1488,Matthew Harris,CUST-0679,Cotton T-Shirt,PROD-0011,30.65,1,TXN-001488,2024-04-04
1489,Sunita Harris,CUST-0660,Basketball,PROD-0046,39.63,4,TXN-001489,2025-02-11
1490,Patricia Malhotra,CUST-0724,History of AI,PROD-0038,15.71,5,TXN-001490,2024-03-23
1491,Deepak Menon,CUST-0531,Hoodie,PROD-0013,50.64,4,TXN-001491,2024-06-18
1492,Mia Brown,CUST-0438,Casual Shorts,PROD-0017,29.07,2,TXN-001492,2025-05-27
1493,Oliver Mehta,CUST-0546,Resistance Bands,PROD-0043,22.74,4,TXN-001493,2025-08-23
1494,Linda Pillai,CUST-0316,Tennis Racket,PROD-0047,61.92,2,TXN-001494,2024-04-01
1495,Suresh Taylor,CUST-0112,Yoga Mat,PROD-0041,42.7,2,TXN-001495,2024-12-18
1496,Nikhil Sharma,CUST-0147,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-001496,2025-02-11
1497,Divya Hernandez,CUST-0716,Scarf,PROD-0020,33.28,1,TXN-001497,2024-06-21
1498,John Jones,CUST-0504,Wireless Mouse,PROD-0001,45.68,1,TXN-001498,2025-12-14
1499,Charles Harris,CUST-0428,Web Development,PROD-0034,44.41,2,TXN-001499,2024-10-22
1500,Suresh Lewis,CUST-0751,Cutting Board,PROD-0028,11.96,1,TXN-001500,2025-01-18
1501,Anthony Thompson,CUST-0191,Basketball,PROD-0046,39.63,1,TXN-001501,2025-05-13
1502,John Martin,CUST-0187,Machine Learning Guide,PROD-0033,42.63,4,TXN-001502,2025-04-06
1503,Charles Taylor,CUST-0581,Running Shoes,PROD-0014,41.04,1,TXN-001503,2024-03-01
1504,Sunita Rao,CUST-0768,Denim Jeans,PROD-0012,82.97,3,TXN-001504,2024-07-15
1505,Aanya Chopra,CUST-0266,Storage Containers,PROD-0027,35.05,2,TXN-001505,2025-10-01
1506,Suresh Taylor,CUST-0112,Yoga Mat,PROD-0041,42.7,1,TXN-001506,2024-10-27
1507,Richard Smith,CUST-0088,Knife Set,PROD-0025,68.52,1,TXN-001507,2024-03-06
1508,Ishaan Jackson,CUST-0351,Bluetooth Headphones,PROD-0002,92.28,2,TXN-001508,2025-05-04
1509,Daniel Singh,CUST-0497,Jump Rope,PROD-0044,18.67,3,TXN-001509,2024-01-10
1510,Linda Chopra,CUST-0063,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-001510,2024-01-08
1511,Aarav Robinson,CUST-0682,History of AI,PROD-0038,15.71,3,TXN-001511,2024-02-12
1512,Sunita Reddy,CUST-0100,Running Shoes,PROD-0014,41.04,2,TXN-001512,2024-01-08
1513,Kavita Thompson,CUST-0385,Cookbook,PROD-0039,22.32,2,TXN-001513,2024-09-29
1514,Sarah Harris,CUST-0498,Python Programming,PROD-0031,22.63,3,TXN-001514,2025-09-10
1515,Sandra Rodriguez,CUST-0440,Blender,PROD-0022,46.5,1,TXN-001515,2024-12-17
1516,Charles Kumar,CUST-0323,Winter Jacket,PROD-0016,125.83,4,TXN-001516,2025-11-12
1517,Nisha Lopez,CUST-0409,Knife Set,PROD-0025,68.52,2,TXN-001517,2024-12-30
1518,Thomas Jones,CUST-0339,Keyboard Mechanical,PROD-0007,97.82,1,TXN-001518,2025-12-16
1519,Emma Young,CUST-0412,Tennis Racket,PROD-0047,61.92,3,TXN-001519,2024-05-22
1520,Aarav Young,CUST-0027,Cookbook,PROD-0039,22.32,1,TXN-001520,2025-06-27
1521,Linda Chopra,CUST-0287,Football,PROD-0045,29.05,3,TXN-001521,2024-09-11
1522,James Young,CUST-0378,Dish Rack,PROD-0029,28.32,2,TXN-001522,2025-11-05
1523,Meena Kumar,CUST-0487,Machine Learning Guide,PROD-0033,42.63,2,TXN-001523,2024-07-11
1524,Mia Verma,CUST-0004,Yoga Mat,PROD-0041,42.7,5,TXN-001524,2024-11-25
1525,James Kulkarni,CUST-0018,Yoga Mat,PROD-0041,42.7,1,TXN-001525,2024-02-16
1526,Sneha Lewis,CUST-0754,Coffee Maker,PROD-0021,62.05,2,TXN-001526,2024-08-27
1527,Betty Jackson,CUST-0622,Data Science Handbook,PROD-0032,42.44,2,TXN-001527,2025-09-19
1528,Margaret Reddy,CUST-0084,Toaster,PROD-0023,31.12,2,TXN-001528,2025-05-02
1529,Priya Smith,CUST-0675,Football,PROD-0045,29.05,4,TXN-001529,2025-01-29
1530,Michael Malhotra,CUST-0301,Cookbook,PROD-0039,22.32,1,TXN-001530,2024-05-26
1531,Donald Thomas,CUST-0533,Fiction Novel,PROD-0037,12.83,3,TXN-001531,2025-05-31
1532,Isha Nair,CUST-0033,Laptop Stand,PROD-0009,59.55,2,TXN-001532,2024-03-30
1533,Rohit Brown,CUST-0309,Jump Rope,PROD-0044,18.67,5,TXN-001533,2025-04-23
1534,Oliver Gupta,CUST-0173,Dish Rack,PROD-0029,28.32,5,TXN-001534,2025-05-08
1535,Matthew Harris,CUST-0679,Business Strategy,PROD-0035,33.11,1,TXN-001535,2024-08-04
1536,Ashley Martinez,CUST-0175,Cycling Gloves,PROD-0049,31.15,4,TXN-001536,2025-12-17
1537,Lisa Rodriguez,CUST-0092,Keyboard Mechanical,PROD-0007,97.82,2,TXN-001537,2024-01-30
1538,Nikhil Robinson,CUST-0165,Coffee Maker,PROD-0021,62.05,4,TXN-001538,2024-10-14
1539,Divya Gupta,CUST-0226,Tennis Racket,PROD-0047,61.92,1,TXN-001539,2025-05-02
1540,Nisha Kulkarni,CUST-0687,Monitor Stand,PROD-0008,53.18,2,TXN-001540,2025-07-01
1541,Reyansh Lewis,CUST-0649,Tennis Racket,PROD-0047,61.92,2,TXN-001541,2025-12-09
1542,Joseph Patel,CUST-0341,Formal Shirt,PROD-0015,57.36,4,TXN-001542,2025-09-07
1543,Mia Kulkarni,CUST-0067,Dumbbells (Pair),PROD-0042,77.78,1,TXN-001543,2025-01-25
1544,Jennifer Thompson,CUST-0670,Dumbbells (Pair),PROD-0042,77.78,3,TXN-001544,2025-03-23
1545,Mark Malhotra,CUST-0239,Formal Shirt,PROD-0015,57.36,1,TXN-001545,2024-10-24
1546,Nikhil Garcia,CUST-0090,Monitor Stand,PROD-0008,53.18,1,TXN-001546,2025-08-29
1547,Neha Kumar,CUST-0193,Swimming Goggles,PROD-0048,16.81,4,TXN-001547,2025-08-09
1548,Vikram Johnson,CUST-0377,Laptop Stand,PROD-0009,59.55,4,TXN-001548,2025-01-24
1549,Myra Sharma,CUST-0591,Swimming Goggles,PROD-0048,16.81,1,TXN-001549,2024-03-04
1550,Betty Lee,CUST-0605,Business Strategy,PROD-0035,33.11,1,TXN-001550,2025-02-01
1551,Michael Robinson,CUST-0434,Coffee Maker,PROD-0021,62.05,3,TXN-001551,2025-11-26
1552,Sara Davis,CUST-0130,Web Development,PROD-0034,44.41,2,TXN-001552,2025-08-27
1553,Jennifer Singh,CUST-0228,Keyboard Mechanical,PROD-0007,97.82,1,TXN-001553,2025-07-05
1554,Mia White,CUST-0472,Coffee Maker,PROD-0021,62.05,1,TXN-001554,2024-10-30
1555,Neha Miller,CUST-0225,Data Science Handbook,PROD-0032,42.44,2,TXN-001555,2024-05-30
1556,Ayaan Malhotra,CUST-0616,Cap,PROD-0019,12.46,1,TXN-001556,2025-11-12
1557,Richard Menon,CUST-0720,USB-C Hub,PROD-0003,61.28,2,TXN-001557,2024-11-12
1558,Vihaan Patel,CUST-0515,Football,PROD-0045,29.05,1,TXN-001558,2025-12-24
1559,Rahul Bhat,CUST-0588,Python Programming,PROD-0031,22.63,2,TXN-001559,2024-08-08
1560,Vihaan Lee,CUST-0507,Cap,PROD-0019,12.46,3,TXN-001560,2025-01-20
1561,Charlotte Jackson,CUST-0061,Blender,PROD-0022,46.5,1,TXN-001561,2024-08-03
1562,Suresh Lewis,CUST-0751,Formal Shirt,PROD-0015,57.36,3,TXN-001562,2024-02-23
1563,Aanya Nair,CUST-0795,Denim Jeans,PROD-0012,82.97,4,TXN-001563,2025-02-05
1564,Deepak Rodriguez,CUST-0307,Resistance Bands,PROD-0043,22.74,4,TXN-001564,2024-06-12
1565,Joseph White,CUST-0023,Self-Help Guide,PROD-0036,10.26,1,TXN-001565,2025-03-08
1566,Vihaan Davis,CUST-0695,Python Programming,PROD-0031,22.63,5,TXN-001566,2025-02-04
1567,Sophia Rao,CUST-0401,Smartwatch,PROD-0005,158.2,2,TXN-001567,2024-10-16
1568,Daniel Thomas,CUST-0290,Football,PROD-0045,29.05,4,TXN-001568,2025-12-18
1569,Rohit Jones,CUST-0562,Water Bottle,PROD-0026,17.56,1,TXN-001569,2024-11-27
1570,Lucas Hernandez,CUST-0771,History of AI,PROD-0038,15.71,4,TXN-001570,2024-02-25
1571,Rohit Rodriguez,CUST-0727,Scarf,PROD-0020,33.28,2,TXN-001571,2024-06-16
1572,Isabella Rao,CUST-0592,Laptop Stand,PROD-0009,59.55,2,TXN-001572,2025-05-09
1573,David Harris,CUST-0299,External SSD 1TB,PROD-0010,77.83,1,TXN-001573,2024-07-19
1574,Myra Anderson,CUST-0753,Dumbbells (Pair),PROD-0042,77.78,1,TXN-001574,2025-08-12
1575,Divya Rodriguez,CUST-0105,Jump Rope,PROD-0044,18.67,3,TXN-001575,2024-05-31
1576,Betty White,CUST-0386,Cutting Board,PROD-0028,11.96,2,TXN-001576,2024-06-21
1577,Liam Jackson,CUST-0058,Keyboard Mechanical,PROD-0007,97.82,1,TXN-001577,2025-04-30
1578,Pari Kumar,CUST-0184,Portable Charger,PROD-0004,42.05,1,TXN-001578,2025-06-11
1579,Divya Singh,CUST-0666,Blender,PROD-0022,46.5,2,TXN-001579,2024-06-01
1580,Pooja Nair,CUST-0643,Tennis Racket,PROD-0047,61.92,2,TXN-001580,2024-02-04
1581,Aanya Jackson,CUST-0122,Winter Jacket,PROD-0016,125.83,1,TXN-001581,2024-11-05
1582,Karen Gupta,CUST-0705,Cookbook,PROD-0039,22.32,5,TXN-001582,2025-10-30
1583,Matthew King,CUST-0764,Knife Set,PROD-0025,68.52,3,TXN-001583,2025-11-17
1584,Priya Smith,CUST-0675,Webcam HD,PROD-0006,72.22,3,TXN-001584,2025-10-27
1585,Patricia Martin,CUST-0392,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-001585,2025-03-31
1586,Vikram Johnson,CUST-0377,Wireless Mouse,PROD-0001,45.68,1,TXN-001586,2024-03-25
1587,Vihaan Malhotra,CUST-0125,Data Science Handbook,PROD-0032,42.44,2,TXN-001587,2025-06-05
1588,Oliver Kulkarni,CUST-0231,Bluetooth Headphones,PROD-0002,92.28,2,TXN-001588,2025-08-09
1589,Sarah Shah,CUST-0492,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-001589,2024-04-06
